name,state,fips,census_region,pop,votes_dem_2016,votes_gop_2016,total_votes_2016,per_dem_2016,per_gop_2016,diff_2016,winner,partywinner16,per_dem_2012,per_gop_2012,diff_2012,winner12,partywinner12
Bibb County,GA,13021,South,153905,34383,22589,58327,0.589486859,0.387282048,11794,Clinton,Democrat,0.596332689,0.396224371,12932,Obama,Democrat
Bleckley County,GA,13023,South,12795,1094,3717,4934,0.221726794,0.753344143,2623,Trump,Republican,0.25820926,0.731388946,2320,Romney,Republican
Brantley County,GA,13025,South,18417,619,5561,6285,0.098488465,0.884805091,4942,Trump,Republican,0.156473921,0.827028829,4024,Romney,Republican
Brooks County,GA,13027,South,15418,2504,3679,6268,0.39948947,0.586949585,1175,Trump,Republican,0.464847849,0.527956828,421,Romney,Republican
Bryan County,GA,13029,South,33906,4010,10513,15063,0.266215229,0.697935338,6503,Trump,Republican,0.275684548,0.711557114,5842,Romney,Republican
Bulloch County,GA,13031,South,72087,8812,14476,24151,0.36487102,0.59939547,5664,Trump,Republican,0.398302264,0.58917277,4587,Romney,Republican
Burke County,GA,13033,South,22709,4730,4491,9350,0.505882353,0.480320856,239,Clinton,Democrat,0.552849688,0.439783076,1105,Obama,Democrat
Butts County,GA,13035,South,23368,2566,6717,9477,0.270760789,0.708768598,4151,Trump,Republican,0.316474605,0.672855314,3340,Romney,Republican
Calhoun County,GA,13037,South,6463,1178,829,2023,0.58230351,0.409787444,349,Clinton,Democrat,0.59304984,0.403749428,414,Obama,Democrat
Camden County,GA,13039,South,52027,5914,12287,18825,0.314156707,0.652695883,6373,Trump,Republican,0.354443082,0.630951054,4960,Romney,Republican
Candler County,GA,13043,South,10888,1023,2661,3757,0.272291722,0.708277881,1638,Trump,Republican,0.327566648,0.66477595,1189,Romney,Republican
Carroll County,GA,13045,South,114093,12422,29983,43744,0.283970373,0.685419715,17561,Trump,Republican,0.304861865,0.681602123,15614,Romney,Republican
Catoosa County,GA,13047,South,65621,4769,20860,26510,0.179894379,0.786872878,16091,Trump,Republican,0.226617031,0.755023478,12491,Romney,Republican
Charlton County,GA,13049,South,12897,1004,2950,4008,0.250499002,0.736027944,1946,Trump,Republican,0.318097263,0.671538666,1330,Romney,Republican
Chatham County,GA,13051,South,283379,58998,43649,106013,0.556516654,0.411732523,15349,Clinton,Democrat,0.554896691,0.434878587,12994,Obama,Democrat
Chattahoochee County,GA,13053,South,11837,593,746,1384,0.428468208,0.539017341,153,Trump,Republican,0.489548213,0.493594066,6,Romney,Republican
Chattooga County,GA,13055,South,24939,1612,6457,8246,0.195488722,0.783046325,4845,Trump,Republican,0.284944166,0.697471441,3214,Romney,Republican
Cherokee County,GA,13057,South,230985,25203,80611,110825,0.227412587,0.727371983,55408,Trump,Republican,0.202088922,0.780010404,56660,Romney,Republican
Clarke County,GA,13059,South,120938,29514,12691,44221,0.667420456,0.286990344,16823,Clinton,Democrat,0.632467985,0.343913498,11582,Obama,Democrat
Clay County,GA,13061,South,3102,697,566,1271,0.548387097,0.445318647,131,Clinton,Democrat,0.614835949,0.383024251,325,Obama,Democrat
Clayton County,GA,13063,South,267542,75908,11740,89236,0.850643238,0.131561253,64168,Clinton,Democrat,0.84814622,0.147448448,67281,Obama,Democrat
Clinch County,GA,13065,South,6831,685,1724,2443,0.280392959,0.705689726,1039,Trump,Republican,0.344660194,0.646440129,746,Romney,Republican
Cobb County,GA,13067,South,730981,159416,152602,326424,0.488370953,0.467496263,6814,Clinton,Democrat,0.428902,0.554919431,38938,Romney,Republican
Coffee County,GA,13069,South,42811,4090,9575,13896,0.294329303,0.689047208,5485,Trump,Republican,0.349729805,0.640293751,4194,Romney,Republican
Colquitt County,GA,13071,South,46102,3460,9892,13592,0.254561507,0.727781048,6432,Trump,Republican,0.298145506,0.693745777,5269,Romney,Republican
Columbia County,GA,13073,South,139257,18863,43060,64190,0.293861972,0.670821,24197,Trump,Republican,0.279052378,0.709085347,25304,Romney,Republican
Cook County,GA,13075,South,17214,1752,4175,6038,0.290162305,0.691454124,2423,Trump,Republican,0.338808694,0.652729384,1892,Romney,Republican
Coweta County,GA,13077,South,135571,16572,42513,61315,0.270276441,0.693353992,25941,Trump,Republican,0.273022049,0.71395374,24477,Romney,Republican
Crawford County,GA,13079,South,12387,1419,3632,5157,0.275159977,0.704285437,2213,Trump,Republican,0.331641616,0.657036892,1667,Romney,Republican
Crisp County,GA,13081,South,22934,2835,4539,7500,0.378,0.6052,1704,Trump,Republican,0.427836447,0.565800162,1019,Romney,Republican
Dade County,GA,13083,South,16389,965,5047,6238,0.154697018,0.809073421,4082,Trump,Republican,0.234117059,0.743371686,3054,Romney,Republican
Dawson County,GA,13085,South,22957,1444,9880,11680,0.123630137,0.845890411,8436,Trump,Republican,0.121262458,0.864080516,7602,Romney,Republican
Decatur County,GA,13087,South,27220,4104,6009,10238,0.400859543,0.586931041,1905,Trump,Republican,0.437649307,0.555757286,1236,Romney,Republican
DeKalb County,GA,13089,South,722161,239131,47531,295871,0.808227234,0.160647715,191600,Clinton,Democrat,0.7785941,0.210639406,173396,Obama,Democrat
Dodge County,GA,13091,South,20976,1836,5021,6995,0.262473195,0.717798427,3185,Trump,Republican,0.315612469,0.674427629,2774,Romney,Republican
Dooly County,GA,13093,South,14188,1860,1941,3836,0.484880083,0.505995829,81,Trump,Republican,0.531126137,0.462345535,295,Obama,Democrat
Dougherty County,GA,13095,South,92407,23224,10227,33925,0.684568902,0.301459101,12997,Clinton,Democrat,0.69295648,0.302495902,14768,Obama,Democrat
Douglas County,GA,13097,South,138776,30971,24803,57365,0.539893663,0.432371655,6168,Clinton,Democrat,0.514664589,0.475100089,2184,Obama,Democrat
Early County,GA,13099,South,10491,2165,2552,4782,0.45273944,0.533667921,387,Trump,Republican,0.516358198,0.477846326,206,Obama,Democrat
Echols County,GA,13101,South,4003,156,1006,1175,0.132765957,0.856170213,850,Trump,Republican,0.156987296,0.832123412,744,Romney,Republican
Effingham County,GA,13103,South,55423,4851,17865,23395,0.207351998,0.763624706,13014,Trump,Republican,0.237788151,0.750324847,10650,Romney,Republican
Elbert County,GA,13105,South,19438,2507,5269,7912,0.316860465,0.665950455,2762,Trump,Republican,0.390588524,0.596756358,1678,Romney,Republican
Emanuel County,GA,13107,South,22755,2433,5330,7838,0.310410819,0.680020413,2897,Trump,Republican,0.362158809,0.63101737,2167,Romney,Republican
Evans County,GA,13109,South,10898,1130,2404,3602,0.313714603,0.667406996,1274,Trump,Republican,0.355617978,0.636797753,1001,Romney,Republican
Fannin County,GA,13111,South,23753,1920,9622,11764,0.163209793,0.817919075,7702,Trump,Republican,0.202558209,0.784750675,5826,Romney,Republican
Fayette County,GA,13113,South,109664,23255,35034,60387,0.385099442,0.580157981,11779,Trump,Republican,0.336958938,0.650659279,18343,Romney,Republican
Floyd County,GA,13115,South,96063,9127,24045,34250,0.266481752,0.702043796,14918,Trump,Republican,0.293559737,0.692550099,13041,Romney,Republican
Forsyth County,GA,13117,South,204302,23427,69801,97314,0.240736174,0.717276034,46374,Trump,Republican,0.178239663,0.807041839,51309,Romney,Republican
Franklin County,GA,13119,South,22264,1243,7054,8474,0.146683975,0.832428605,5811,Trump,Republican,0.193244811,0.787933479,4613,Romney,Republican
Fulton County,GA,13121,South,996319,281875,110372,407173,0.692273309,0.271069054,171503,Clinton,Democrat,0.64232186,0.345970608,114642,Obama,Democrat
Gilmer County,GA,13123,South,28829,1955,10465,12713,0.153779596,0.82317313,8510,Trump,Republican,0.17759811,0.810319767,6965,Romney,Republican
Glascock County,GA,13125,South,3053,138,1235,1390,0.099280576,0.888489209,1097,Trump,Republican,0.132033008,0.851462866,959,Romney,Republican
Glynn County,GA,13127,South,82175,11738,21482,34041,0.344819482,0.631062542,9744,Trump,Republican,0.36068252,0.630876747,8931,Romney,Republican
Gordon County,GA,13129,South,56047,3176,15171,18850,0.168488064,0.804827586,11995,Trump,Republican,0.203832236,0.781515098,9738,Romney,Republican
Grady County,GA,13131,South,25359,3005,6047,9187,0.327092631,0.658212692,3042,Trump,Republican,0.364071984,0.63060377,2503,Romney,Republican
Greene County,GA,13133,South,16490,3194,5488,8831,0.361680444,0.621447175,2294,Trump,Republican,0.384337784,0.609527246,1872,Romney,Republican
Gwinnett County,GA,13135,South,877922,165063,146463,323931,0.509562222,0.452142586,18600,Clinton,Democrat,0.446200433,0.539866694,27684,Romney,Republican
Habersham County,GA,13137,South,43752,2483,13184,16128,0.153955853,0.817460317,10701,Trump,Republican,0.157328767,0.832054795,9851,Romney,Republican
Hall County,GA,13139,South,190761,16153,51681,70133,0.230319536,0.73689989,35528,Trump,Republican,0.210816833,0.775105079,33429,Romney,Republican
Hancock County,GA,13141,South,8509,2695,841,3572,0.754479283,0.235442329,1854,Clinton,Democrat,0.80986261,0.187438665,2537,Obama,Democrat
Haralson County,GA,13143,South,28641,1474,9579,11317,0.130246532,0.846425731,8105,Trump,Republican,0.172457055,0.814418066,6652,Romney,Republican
Harris County,GA,13145,South,32876,4082,11931,16392,0.249023914,0.727855051,7849,Trump,Republican,0.267523742,0.723108728,7052,Romney,Republican
Hart County,GA,13147,South,25377,2583,7285,10077,0.256326288,0.722933413,4702,Trump,Republican,0.301968214,0.685822545,3647,Romney,Republican
Heard County,GA,13149,South,11603,743,3370,4206,0.176652401,0.801236329,2627,Trump,Republican,0.227534839,0.758049015,2208,Romney,Republican
Henry County,GA,13151,South,213869,49902,45641,98037,0.509011904,0.465548721,4261,Clinton,Democrat,0.479434945,0.511766461,2925,Romney,Republican
Houston County,GA,13153,South,149111,22460,35351,59559,0.377105055,0.593545896,12891,Trump,Republican,0.390989778,0.597993507,11988,Romney,Republican
Irwin County,GA,13155,South,9104,890,2711,3659,0.243235857,0.740912818,1821,Trump,Republican,0.307901168,0.683953299,1385,Romney,Republican
Jackson County,GA,13157,South,61870,4469,21754,27057,0.165169827,0.804006357,17285,Trump,Republican,0.17896071,0.807858048,14886,Romney,Republican
Jasper County,GA,13159,South,13432,1544,4353,6016,0.256648936,0.723570479,2809,Trump,Republican,0.305990017,0.685690516,2282,Romney,Republican
Jeff Davis County,GA,13161,South,14859,901,4102,5089,0.177048536,0.80605227,3201,Trump,Republican,0.238461538,0.74934334,2723,Romney,Republican
Jefferson County,GA,13163,South,16272,3809,3057,6934,0.549322181,0.44087107,752,Clinton,Democrat,0.583104018,0.411667584,1246,Obama,Democrat
Jenkins County,GA,13165,South,9125,1108,1892,3034,0.365194463,0.623599209,784,Trump,Republican,0.439161252,0.556408742,397,Romney,Republican
Johnson County,GA,13167,South,9701,1136,2519,3682,0.308527974,0.684139055,1383,Trump,Republican,0.345970308,0.646871686,1135,Romney,Republican
Jones County,GA,13169,South,28787,3960,8304,12524,0.31619291,0.66304695,4344,Trump,Republican,0.353087032,0.639722291,3468,Romney,Republican
Lamar County,GA,13171,South,18207,2267,5183,7575,0.299273927,0.684224422,2916,Trump,Republican,0.342864673,0.645144288,2294,Romney,Republican
Lanier County,GA,13173,South,10373,805,1984,2861,0.28137015,0.693463824,1179,Trump,Republican,0.374577417,0.612576065,704,Romney,Republican
Laurens County,GA,13175,South,47851,6737,12401,19448,0.346410942,0.637649116,5664,Trump,Republican,0.383237201,0.609820836,4439,Romney,Republican
Lee County,GA,13177,South,29191,3166,10641,14106,0.224443499,0.754359847,7475,Trump,Republican,0.234217682,0.757698244,7123,Romney,Republican
Liberty County,GA,13179,South,65198,9531,6125,16082,0.592650168,0.380860589,3406,Clinton,Democrat,0.646355071,0.344532606,4869,Obama,Democrat
Lincoln County,GA,13181,South,7622,1271,2759,4100,0.31,0.672926829,1488,Trump,Republican,0.358418079,0.634124294,1220,Romney,Republican
Long County,GA,13183,South,17113,1356,2623,4109,0.330007301,0.638354831,1267,Trump,Republican,0.378763867,0.607501321,866,Romney,Republican
Lowndes County,GA,13185,South,113523,14614,21308,36813,0.396979328,0.578817266,6694,Trump,Republican,0.443356643,0.548458948,4058,Romney,Republican
Lumpkin County,GA,13187,South,31176,2216,9613,12324,0.179811749,0.78002272,7397,Trump,Republican,0.188361831,0.793620151,6584,Romney,Republican
McDuffie County,GA,13189,South,21370,3699,5432,9268,0.399115235,0.586102719,1733,Trump,Republican,0.421596244,0.571205008,1434,Romney,Republican
McIntosh County,GA,13191,South,14214,2298,3482,5893,0.389954183,0.590870524,1184,Trump,Republican,0.451602716,0.537659877,545,Romney,Republican
Macon County,GA,13193,South,13792,2705,1540,4287,0.630977373,0.359225566,1165,Clinton,Democrat,0.671616817,0.323154152,1666,Obama,Democrat
Madison County,GA,13195,South,28312,2423,9195,11945,0.202846379,0.76977815,6772,Trump,Republican,0.224388483,0.761891867,5955,Romney,Republican
Marion County,GA,13197,South,8797,1213,1921,3183,0.381087025,0.603518693,708,Trump,Republican,0.445532049,0.546574045,320,Romney,Republican
Meriwether County,GA,13199,South,21198,3800,5216,9181,0.413898268,0.568129833,1416,Trump,Republican,0.467437088,0.524354682,527,Romney,Republican
Miller County,GA,13201,South,5958,622,1888,2540,0.24488189,0.743307087,1266,Trump,Republican,0.306137184,0.687364621,1056,Romney,Republican
Mitchell County,GA,13205,South,22771,3492,4272,7857,0.444444444,0.543718977,780,Trump,Republican,0.49329143,0.50199444,72,Romney,Republican
Monroe County,GA,13207,South,27051,3570,8821,12675,0.281656805,0.695936884,5251,Trump,Republican,0.308263317,0.681295375,4573,Romney,Republican
Montgomery County,GA,13209,South,8991,847,2668,3560,0.237921348,0.749438202,1821,Trump,Republican,0.296267293,0.694857739,1527,Romney,Republican
Morgan County,GA,13211,South,17956,2658,6559,9435,0.281717011,0.69517753,3901,Trump,Republican,0.305124224,0.685226264,3427,Romney,Republican
Murray County,GA,13213,South,39410,1799,10340,12422,0.1448237,0.832394139,8541,Trump,Republican,0.22678205,0.752877152,5897,Romney,Republican
Muscogee County,GA,13215,South,200887,39602,26901,68320,0.579654567,0.39375,12701,Clinton,Democrat,0.603010936,0.390129243,14989,Obama,Democrat
Newton County,GA,13217,South,103675,21936,20907,43787,0.500970608,0.477470482,1029,Clinton,Democrat,0.50546094,0.485445205,865,Obama,Democrat
Oconee County,GA,13219,South,35093,5253,12885,19030,0.276037835,0.677088807,7632,Trump,Republican,0.24875323,0.734362795,8082,Romney,Republican
Oglethorpe County,GA,13221,South,14673,1829,4622,6650,0.275037594,0.695037594,2793,Trump,Republican,0.305688718,0.679130713,2337,Romney,Republican
Paulding County,GA,13223,South,148987,18004,44646,64601,0.278695376,0.691103853,26642,Trump,Republican,0.275596465,0.712107451,24992,Romney,Republican
Peach County,GA,13225,South,26922,5083,5405,10699,0.47509113,0.505187401,322,Trump,Republican,0.534046439,0.459170363,861,Obama,Democrat
Pickens County,GA,13227,South,29997,1977,11651,13982,0.141396081,0.833285653,9674,Trump,Republican,0.155843131,0.832241774,8572,Romney,Republican
Pierce County,GA,13229,South,18991,903,6301,7297,0.123749486,0.86350555,5398,Trump,Republican,0.164207451,0.827757487,4542,Romney,Republican
Pike County,GA,13231,South,17784,1239,7273,8675,0.142824207,0.838386167,6034,Trump,Republican,0.167304606,0.822323744,5305,Romney,Republican
Polk County,GA,13233,South,41133,2863,11006,14158,0.202217827,0.777369685,8143,Trump,Republican,0.265684831,0.721502209,6190,Romney,Republican
Pulaski County,GA,13235,South,11483,1104,2436,3598,0.306837132,0.677042802,1332,Trump,Republican,0.331160011,0.663950014,1225,Romney,Republican
Putnam County,GA,13237,South,21192,2745,6516,9431,0.291061393,0.690912947,3771,Trump,Republican,0.316892993,0.674633351,3293,Romney,Republican
Quitman County,GA,13239,South,2315,461,575,1044,0.441570881,0.550766284,114,Trump,Republican,0.542553191,0.45212766,102,Obama,Democrat
Rabun County,GA,13241,South,16243,1443,6287,7949,0.181532268,0.790917096,4844,Trump,Republican,0.20946491,0.773460608,4195,Romney,Republican
Randolph County,GA,13243,South,7313,1597,1270,2895,0.55164076,0.438687392,327,Clinton,Democrat,0.580099502,0.414262023,500,Obama,Democrat
Richmond County,GA,13245,South,201368,48707,24441,74952,0.649842566,0.326088697,24266,Clinton,Democrat,0.665200025,0.327407595,26640,Obama,Democrat
Rockdale County,GA,13247,South,87754,23206,13463,37589,0.617361462,0.358163292,9743,Clinton,Democrat,0.577575966,0.413712083,6207,Obama,Democrat
Schley County,GA,13249,South,5163,401,1472,1909,0.210057622,0.771084337,1071,Trump,Republican,0.256292906,0.735697941,838,Romney,Republican
Screven County,GA,13251,South,14085,2300,3305,5699,0.403579575,0.579926303,1005,Trump,Republican,0.454455933,0.539143279,516,Romney,Republican
Seminole County,GA,13253,South,8686,1186,2343,3577,0.331562762,0.655018172,1157,Trump,Republican,0.391766268,0.596015936,769,Romney,Republican
Spalding County,GA,13255,South,63988,9347,15636,25940,0.360331534,0.602775636,6289,Trump,Republican,0.39446063,0.59468412,5017,Romney,Republican
Stephens County,GA,13257,South,25480,1835,7682,9760,0.188012295,0.787090164,5847,Trump,Republican,0.224252667,0.761276011,5084,Romney,Republican
Stewart County,GA,13259,South,5744,1220,805,2053,0.594252314,0.392109109,415,Clinton,Democrat,0.636009732,0.360097324,567,Obama,Democrat
Sumter County,GA,13261,South,31232,5520,5275,10973,0.503052948,0.480725417,245,Clinton,Democrat,0.53891709,0.454483926,998,Obama,Democrat
Talbot County,GA,13263,South,6390,2001,1196,3243,0.617021277,0.368794326,805,Clinton,Democrat,0.648710602,0.344412607,1062,Obama,Democrat
Taliaferro County,GA,13265,South,1693,545,349,897,0.607580825,0.389074693,196,Clinton,Democrat,0.661810614,0.334027055,315,Obama,Democrat
Tattnall County,GA,13267,South,25224,1678,5092,6879,0.243930804,0.74022387,3414,Trump,Republican,0.284469811,0.706218084,2808,Romney,Republican
Taylor County,GA,13269,South,8442,1295,2062,3402,0.380658436,0.606114051,767,Trump,Republican,0.444161719,0.550749223,377,Romney,Republican
Telfair County,GA,13271,South,16518,1313,2449,3794,0.346072746,0.645492884,1136,Trump,Republican,0.416243655,0.571988925,675,Romney,Republican
Terrell County,GA,13273,South,9132,2267,1872,4179,0.542474276,0.447954056,395,Clinton,Democrat,0.578444748,0.417007731,710,Obama,Democrat
Thomas County,GA,13275,South,44959,7138,11225,18730,0.38109984,0.599305926,4087,Trump,Republican,0.403895898,0.588766299,3502,Romney,Republican
Tift County,GA,13277,South,40704,3892,8680,12796,0.304157549,0.67833698,4788,Trump,Republican,0.333981142,0.660116605,4531,Romney,Republican
Toombs County,GA,13279,South,27282,2338,6612,9108,0.256697409,0.725955204,4274,Trump,Republican,0.293581914,0.698489232,3779,Romney,Republican
Towns County,GA,13281,South,11098,1206,5377,6726,0.179304193,0.799435028,4171,Trump,Republican,0.205390485,0.784867673,3569,Romney,Republican
Treutlen County,GA,13283,South,6778,860,1808,2700,0.318518519,0.66962963,948,Trump,Republican,0.390065741,0.601168736,578,Romney,Republican
Troup County,GA,13285,South,69469,9597,15643,25793,0.372077695,0.606482379,6046,Trump,Republican,0.405967276,0.584023099,4625,Romney,Republican
Turner County,GA,13287,South,8153,1243,2094,3390,0.366666667,0.617699115,851,Trump,Republican,0.424071991,0.570022497,519,Romney,Republican
Twiggs County,GA,13289,South,8320,1970,2034,4053,0.486059709,0.501850481,64,Trump,Republican,0.540366754,0.453679447,364,Obama,Democrat
Union County,GA,13291,South,21984,1962,9849,12039,0.162970346,0.818091204,7887,Trump,Republican,0.193009393,0.792178468,6634,Romney,Republican
Upson County,GA,13293,South,26256,3471,7288,10924,0.317740754,0.667154888,3817,Trump,Republican,0.351336946,0.6421782,3274,Romney,Republican
Walker County,GA,13295,South,68218,4213,18938,23939,0.175988972,0.791094031,14725,Trump,Republican,0.240824535,0.742492801,10976,Romney,Republican
Walton County,GA,13297,South,87615,8279,31093,40425,0.204799011,0.769152752,22814,Trump,Republican,0.216635614,0.772371573,20879,Romney,Republican
Ware County,GA,13299,South,35515,3436,8508,12150,0.282798354,0.700246914,5072,Trump,Republican,0.326427912,0.66535268,4041,Romney,Republican
Warren County,GA,13301,South,5520,1313,991,2332,0.563036021,0.424957118,322,Clinton,Democrat,0.604678826,0.392545599,535,Obama,Democrat
Washington County,GA,13303,South,20635,4187,4138,8422,0.497150321,0.491332225,49,Clinton,Democrat,0.534902228,0.458503865,672,Obama,Democrat
Wayne County,GA,13305,South,29949,2039,8147,10376,0.19651118,0.785177332,6108,Trump,Republican,0.252875804,0.736303373,4959,Romney,Republican
Webster County,GA,13307,South,2649,471,630,1114,0.422800718,0.565529623,159,Trump,Republican,0.487659574,0.50893617,25,Romney,Republican
Wheeler County,GA,13309,South,7995,646,1421,2102,0.307326356,0.676022835,775,Trump,Republican,0.357407407,0.632407407,594,Romney,Republican
White County,GA,13311,South,27970,1672,9751,11771,0.142044006,0.82839181,8079,Trump,Republican,0.15948811,0.825804603,6977,Romney,Republican
Whitfield County,GA,13313,South,103542,7925,21514,30362,0.261017061,0.708583097,13589,Trump,Republican,0.268115402,0.719024899,12097,Romney,Republican
Wilcox County,GA,13315,South,8847,852,2096,2973,0.286579213,0.705011773,1244,Trump,Republican,0.338988476,0.656209987,991,Romney,Republican
Wilkes County,GA,13317,South,9940,1844,2569,4470,0.412527964,0.574720358,725,Trump,Republican,0.438263801,0.553729456,548,Romney,Republican
Wilkinson County,GA,13319,South,9326,1893,2332,4276,0.442703461,0.545369504,439,Trump,Republican,0.490107914,0.504721223,65,Romney,Republican
Worth County,GA,13321,South,20940,2015,6144,8266,0.243769659,0.743285749,4129,Trump,Republican,0.295600476,0.697265161,3378,Romney,Republican
Hawaii County,HI,15001,West,194190,41258,17500,64865,0.636059508,0.269791105,23758,Clinton,Democrat,0.744896493,0.232087849,32129,Obama,Democrat
Honolulu County,HI,15003,West,991788,175634,90296,285683,0.614786319,0.31607061,85338,Clinton,Democrat,0.688923786,0.297874883,114548,Obama,Democrat
Kauai County,HI,15007,West,70475,16456,7574,26335,0.624871844,0.287602051,8882,Clinton,Democrat,0.73467618,0.241278726,12517,Obama,Democrat
Maui County,HI,15009,West,163019,33479,13445,51942,0.64454584,0.258846406,20034,Clinton,Democrat,0.741116856,0.238469936,24402,Obama,Democrat
Ada County,ID,16001,West,426236,75676,93748,195587,0.386917331,0.47931611,18072,Trump,Republican,0.427159974,0.54042171,20428,Romney,Republican
Adams County,ID,16003,West,3861,415,1556,2183,0.19010536,0.712780577,1141,Trump,Republican,0.280097087,0.68592233,836,Romney,Republican
Bannock County,ID,16005,West,83347,10342,17180,33405,0.309594372,0.514294267,6838,Trump,Republican,0.374758934,0.595859331,7796,Romney,Republican
Bear Lake County,ID,16007,West,5957,255,2203,2928,0.087090164,0.75239071,1948,Trump,Republican,0.1070163,0.881998583,2187,Romney,Republican
Benewah County,ID,16009,West,9118,780,3101,4192,0.186068702,0.739742366,2321,Trump,Republican,0.29969104,0.66838311,1432,Romney,Republican
Bingham County,ID,16011,West,45269,2924,10907,16625,0.175879699,0.65606015,7983,Trump,Republican,0.217122081,0.763506221,9618,Romney,Republican
Blaine County,ID,16013,West,21482,6416,3340,10723,0.598340017,0.311479996,3076,Clinton,Democrat,0.587796743,0.386403767,2053,Obama,Democrat
Boise County,ID,16015,West,6824,777,2673,3812,0.20383001,0.701206716,1896,Trump,Republican,0.28490284,0.682810164,1331,Romney,Republican
Bonner County,ID,16017,West,41585,5140,10220,16815,0.305679453,0.607790663,5080,Trump,Republican,0.350668968,0.613239102,4867,Romney,Republican
Bonneville County,ID,16019,West,108623,8930,26699,44212,0.201981363,0.603885823,17769,Trump,Republican,0.229296568,0.746755346,22407,Romney,Republican
Boundary County,ID,16021,West,10979,933,3789,5150,0.181165049,0.735728155,2856,Trump,Republican,0.269586268,0.690580986,1913,Romney,Republican
Butte County,ID,16023,West,2622,160,914,1230,0.130081301,0.743089431,754,Trump,Republican,0.200622084,0.778382582,743,Romney,Republican
Camas County,ID,16025,West,1039,110,410,599,0.183639399,0.684474124,300,Trump,Republican,0.275086505,0.69550173,243,Romney,Republican
Canyon County,ID,16027,West,203143,16683,46755,72007,0.231685808,0.649311872,30072,Trump,Republican,0.300590104,0.671342109,24503,Romney,Republican
Caribou County,ID,16029,West,6837,271,2275,3035,0.089291598,0.749588138,2004,Trump,Republican,0.126229508,0.855081967,2223,Romney,Republican
Cassia County,ID,16031,West,23540,1036,5949,8178,0.12668134,0.727439472,4913,Trump,Republican,0.130320734,0.852509837,6057,Romney,Republican
Clark County,ID,16033,West,867,44,203,283,0.155477032,0.717314488,159,Trump,Republican,0.201219512,0.716463415,169,Romney,Republican
Clearwater County,ID,16035,West,8562,704,2852,3801,0.185214417,0.750328861,2148,Trump,Republican,0.279220779,0.6875,1509,Romney,Republican
Custer County,ID,16037,West,4140,427,1777,2413,0.176958143,0.736427683,1350,Trump,Republican,0.225340136,0.741496599,1214,Romney,Republican
Elmore County,ID,16039,West,26094,1814,5816,8519,0.212935791,0.682709238,4002,Trump,Republican,0.314085739,0.653293338,2714,Romney,Republican
Franklin County,ID,16041,West,13021,385,3901,5499,0.07001273,0.709401709,3516,Trump,Republican,0.058035714,0.927678571,4870,Romney,Republican
Fremont County,ID,16043,West,12867,651,4091,5714,0.113930697,0.715960798,3440,Trump,Republican,0.139607032,0.845742847,4097,Romney,Republican
Gem County,ID,16045,West,16866,1229,5980,7952,0.154552314,0.752012072,4751,Trump,Republican,0.261281709,0.709078772,3354,Romney,Republican
Gooding County,ID,16047,West,15064,930,3743,5191,0.179156232,0.721055673,2813,Trump,Republican,0.251465416,0.722157093,2409,Romney,Republican
Idaho County,ID,16049,West,16215,1196,6441,8223,0.145445701,0.78329077,5245,Trump,Republican,0.222222222,0.751193702,4099,Romney,Republican
Jefferson County,ID,16051,West,27021,976,8436,11471,0.085084125,0.735419754,7460,Trump,Republican,0.114489061,0.869431509,8592,Romney,Republican
Jerome County,ID,16053,West,22818,2117,7347,10667,0.198462548,0.688759726,5230,Trump,Republican,0.254303248,0.719054034,3105,Romney,Republican
Kootenai County,ID,16055,West,147326,16264,44449,66286,0.245361011,0.67056392,28185,Trump,Republican,0.314972224,0.658372934,20523,Romney,Republican
Latah County,ID,16057,West,38411,8093,7255,18146,0.445993607,0.399812631,838,Clinton,Democrat,0.495614297,0.452831315,717,Obama,Democrat
Lemhi County,ID,16059,West,7726,733,3011,4068,0.180186824,0.740167158,2278,Trump,Republican,0.233633487,0.737162327,2069,Romney,Republican
Lewis County,ID,16061,West,3838,270,1202,1590,0.169811321,0.755974843,932,Trump,Republican,0.245657568,0.727667494,777,Romney,Republican
Lincoln County,ID,16063,West,5316,360,1184,1748,0.205949657,0.677345538,824,Trump,Republican,0.264488286,0.703452528,712,Romney,Republican
Madison County,ID,16065,West,38038,1201,8941,15687,0.076560209,0.569962389,7740,Trump,Republican,0.05772967,0.932903136,12613,Romney,Republican
Minidoka County,ID,16067,West,20323,1167,4887,6870,0.169868996,0.711353712,3720,Trump,Republican,0.199340313,0.780438836,4052,Romney,Republican
Nez Perce County,ID,16069,West,40007,4828,10699,17195,0.280779296,0.62221576,5871,Trump,Republican,0.382894112,0.591583571,3516,Romney,Republican
Oneida County,ID,16071,West,4184,184,1531,2068,0.088974855,0.74032882,1347,Trump,Republican,0.103877453,0.879846817,1621,Romney,Republican
Owyhee County,ID,16073,West,11353,591,3052,3920,0.150765306,0.778571429,2461,Trump,Republican,0.223744292,0.750470051,1961,Romney,Republican
Payette County,ID,16075,West,22836,892,4306,5703,0.156408908,0.755041206,3414,Trump,Republican,0.267333726,0.706768687,3733,Romney,Republican
Power County,ID,16077,West,7617,699,1666,2758,0.253444525,0.604060914,967,Trump,Republican,0.338270754,0.644161213,888,Romney,Republican
Shoshone County,ID,16079,West,12390,1384,3297,5120,0.2703125,0.643945313,1913,Trump,Republican,0.442307692,0.524281274,422,Romney,Republican
